                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 0.9211,                0.92647,                0.80038,                      1,                0.43434,                0.94891,                0.73084,                0.89745,                 2.0778,                  0.804,             0.00079361,             0.00079361,             0.00079361
                     13,                 0.9576,                0.93962,                0.80377,                      1,                0.41549,                0.97614,                 0.7378,                0.90601,                 2.0268,                 0.8043,             0.00083889,             0.00083889,             0.00083889
                     14,                0.86918,                 0.8559,                0.80706,                      1,                 0.7911,                0.98449,                0.76305,                0.81012,                 1.7892,                0.79974,             0.00088078,             0.00088078,             0.00088078
                     15,                0.84296,                0.80311,                0.80371,                      1,                 0.9355,                0.98736,                 0.7661,                 0.8146,                 1.5963,                0.79832,             0.00091926,             0.00091926,             0.00091926
                     16,                0.76365,                0.70406,                0.78762,                0.99984,                0.98166,                0.98844,                0.77006,                0.83438,                 1.3656,                0.79714,             0.00095436,             0.00095436,             0.00095436
                     17,                 0.8563,                0.71846,                0.79498,                0.99499,                0.91631,                0.98818,                0.78569,                0.79815,                 1.4635,                0.79452,             0.00097629,             0.00097629,             0.00097629
                     18,                0.84232,                0.70177,                0.80239,                0.98259,                0.96564,                0.98803,                0.74444,                0.88037,                 1.3014,                0.80045,             0.00097629,             0.00097629,             0.00097629
                     19,                0.79529,                 0.6852,                  0.803,                0.98393,                0.96623,                0.98845,                0.72534,                0.87105,                 1.1445,                0.80103,               0.000948,               0.000948,               0.000948
                     20,                 0.8042,                0.68627,                0.79824,                0.99471,                0.99011,                0.98847,                0.77339,                0.77354,                0.92848,                0.79576,              0.0009197,              0.0009197,              0.0009197
                     21,                0.75289,                0.63182,                0.79916,                0.99599,                0.98942,                0.98848,                0.76637,                0.81963,                0.83786,                0.79899,             0.00089141,             0.00089141,             0.00089141
                     22,                 0.8639,                0.66846,                0.80453,                0.99555,                0.98743,                0.98849,                0.77187,                0.83035,                0.69762,                0.79521,             0.00086312,             0.00086312,             0.00086312
                     23,                0.86282,                 0.7021,                0.80353,                0.99491,                0.98787,                 0.9885,                 0.7815,                 0.7599,                 0.7409,                0.79203,             0.00083482,             0.00083482,             0.00083482
                     24,                0.81905,                0.69511,                0.79669,                0.99603,                0.98989,                0.98849,                0.76521,                0.79826,                0.79198,                0.79389,             0.00080653,             0.00080653,             0.00080653
                     25,                0.78315,                0.65627,                0.79795,                0.99571,                 0.9904,                0.98848,                0.78711,                0.74888,                0.69856,                0.79228,             0.00077823,             0.00077823,             0.00077823
                     26,                0.87267,                0.66802,                0.79801,                0.99465,                0.98886,                0.98846,                0.77879,                0.80307,                0.56212,                0.78824,             0.00074994,             0.00074994,             0.00074994
                     27,                0.80805,                0.60972,                0.78952,                0.99517,                0.98845,                0.98846,                0.79366,                 0.7451,                0.52364,                0.78419,             0.00072164,             0.00072164,             0.00072164
                     28,                0.75055,                0.59627,                0.79189,                0.99576,                0.98825,                0.98849,                0.77609,                0.73914,                0.52139,                0.78635,             0.00069335,             0.00069335,             0.00069335
                     29,                0.80332,                0.61632,                0.78645,                0.99589,                0.98813,                0.98849,                0.79541,                0.70015,                0.55512,                0.78281,             0.00066506,             0.00066506,             0.00066506
                     30,                0.73771,                0.62119,                0.78758,                0.99477,                0.98881,                0.98851,                0.79722,                0.71883,                0.54462,                0.78201,             0.00063676,             0.00063676,             0.00063676
                     31,                0.70926,                0.57412,                0.78728,                0.99479,                 0.9889,                0.98851,                 0.7902,                0.71854,                0.50135,                0.78192,             0.00060847,             0.00060847,             0.00060847
                     32,                0.73014,                0.59588,                0.78918,                0.99513,                0.98744,                0.98851,                0.79564,                0.70686,                 0.4864,                0.78083,             0.00058017,             0.00058017,             0.00058017
                     33,                0.66717,                0.55749,                0.78759,                0.99543,                0.98728,                0.98851,                0.79069,                0.71055,                0.48614,                0.78118,             0.00055188,             0.00055188,             0.00055188
                     34,                0.73712,                0.61512,                0.79259,                0.99611,                0.98678,                0.98857,                0.78743,                0.69849,                0.48922,                0.78183,             0.00052359,             0.00052359,             0.00052359
                     35,                0.72907,                0.57344,                 0.7889,                0.99629,                0.98664,                0.98854,                0.78634,                0.73204,                 0.5099,                0.78455,             0.00049529,             0.00049529,             0.00049529
                     36,                0.68679,                0.54555,                0.78715,                0.99576,                0.98744,                 0.9885,                0.80473,                0.69168,                0.47157,                 0.7828,               0.000467,               0.000467,               0.000467
                     37,                0.70392,                0.54221,                 0.7828,                0.99549,                0.98796,                0.98853,                0.80373,                0.67607,                0.46123,                0.78085,              0.0004387,              0.0004387,              0.0004387
                     38,                 0.6684,                0.53868,                0.78077,                0.99555,                0.98701,                 0.9886,                0.80159,                0.70409,                0.46074,                0.77917,             0.00041041,             0.00041041,             0.00041041
                     39,                0.67698,                0.52185,                0.78718,                0.99619,                0.98564,                0.98863,                0.80158,                0.68544,                0.45531,                 0.7792,             0.00038211,             0.00038211,             0.00038211
                     40,                0.71823,                0.56618,                0.78256,                0.99786,                 0.9841,                 0.9887,                0.80662,                0.67813,                0.46332,                0.78086,             0.00035382,             0.00035382,             0.00035382
                     41,                0.68628,                0.62297,                0.79124,                0.99844,                0.98442,                0.98868,                0.80418,                0.67402,                 0.4585,                0.78107,             0.00032553,             0.00032553,             0.00032553
                     42,                0.63273,                0.56717,                0.78624,                0.99819,                0.98515,                0.98859,                0.79056,                 0.7112,                0.45374,                 0.7804,             0.00029723,             0.00029723,             0.00029723
                     43,                0.67423,                0.57027,                0.79456,                0.99812,                0.98492,                0.98853,                0.79102,                0.72695,                0.45333,                0.78106,             0.00026894,             0.00026894,             0.00026894
                     44,                 0.6054,                0.52929,                0.79507,                0.99772,                0.98494,                 0.9885,                 0.7883,                0.70437,                0.45014,                0.77862,             0.00024064,             0.00024064,             0.00024064
                     45,                0.59561,                0.51539,                0.78038,                0.99718,                 0.9855,                0.98853,                0.79907,                0.68527,                0.44057,                0.77832,             0.00021235,             0.00021235,             0.00021235
                     46,                0.61012,                0.52513,                0.78908,                0.99661,                0.98655,                0.98868,                0.80387,                0.67267,                0.43632,                0.77784,             0.00018406,             0.00018406,             0.00018406
                     47,                0.59691,                0.54745,                0.78693,                0.99659,                0.98672,                0.98875,                0.80594,                0.67344,                0.42693,                 0.7781,             0.00015576,             0.00015576,             0.00015576
                     48,                0.62233,                0.54617,                0.78629,                0.99693,                0.98614,                0.98879,                0.80633,                0.67477,                0.42906,                0.77754,             0.00012747,             0.00012747,             0.00012747
                     49,                0.61725,                0.55826,                0.79103,                 0.9971,                0.98605,                 0.9888,                0.80348,                0.67569,                0.42527,                0.77782,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     50,                0.61332,                0.56157,                0.78605,                0.99725,                0.98587,                0.98879,                0.80053,                0.68238,                0.42709,                0.77751,             7.0878e-05,             7.0878e-05,             7.0878e-05
